"gene_id","SYMBOL","GENENAME","GeneType"
"63925","ZNF335","zinc finger protein 335","protein-coding"
"4318","MMP9","matrix metallopeptidase 9","protein-coding"
"109729184","SLC12A5-AS1","SLC12A5 and MMP9 antisense RNA 1","ncRNA"
"57468","SLC12A5","solute carrier family 12 member 5","protein-coding"
"105372632","LOC105372632","",""
"57727","NCOA5","nuclear receptor coactivator 5","protein-coding"
"958","CD40","CD40 molecule","protein-coding"
"64405","CDH22","cadherin 22","protein-coding"
"51006","SLC35C2","solute carrier family 35 member C2","protein-coding"
"63916","ELMO2","engulfment and cell motility 2","protein-coding"
"105372633","LOC105372633","uncharacterized LOC105372633","ncRNA"
"100130934","ZNF663P","zinc finger protein 663, pseudogene","pseudo"
"55713","ZNF334","zinc finger protein 334","protein-coding"
"7686","MKRN7P","makorin ring finger protein 7, pseudogene","pseudo"
"128506","OCSTAMP","osteoclast stimulatory transmembrane protein","protein-coding"
"64849","SLC13A3","solute carrier family 13 member 3","protein-coding"
"112858","TP53RK","TP53 regulating kinase","protein-coding"
"81031","SLC2A10","solute carrier family 2 member 10","protein-coding"
"2139","EYA2","EYA transcriptional coactivator and phosphatase 2","protein-coding"
"101927355","EYA2-AS1","EYA2 antisense RNA 1","ncRNA"
"100500814","MIR3616","microRNA 3616","ncRNA"
"23613","ZMYND8","zinc finger MYND-type containing 8","protein-coding"
"100131496","LOC100131496","uncharacterized LOC100131496","ncRNA"
"101927377","LOC101927377","uncharacterized LOC101927377","ncRNA"
"102723442","LINC01754","long intergenic non-protein coding RNA 1754","ncRNA"
"8202","NCOA3","nuclear receptor coactivator 3","protein-coding"
"55959","SULF2","sulfatase 2","protein-coding"
"107985401","LOC107985401","uncharacterized LOC107985401","ncRNA"
"105372636","LOC105372636","uncharacterized LOC105372636","ncRNA"
"105376980","LOC105376980","",""
"105372637","LOC105372637","uncharacterized LOC105372637","ncRNA"
"112268266","LOC112268266","",""
"101927457","LINC01522","long intergenic non-protein coding RNA 1522","ncRNA"
"101060004","LINC01523","long intergenic non-protein coding RNA 1523","ncRNA"
"107985436","LOC107985436","uncharacterized LOC107985436","ncRNA"
"107985437","LOC107985437","uncharacterized LOC107985437","ncRNA"
"105372639","LOC105372639","uncharacterized LOC105372639","ncRNA"
"105372640","LOC105372640","uncharacterized LOC105372640","ncRNA"
"105372641","LOC105372641","uncharacterized LOC105372641","ncRNA"
"284749","LINC00494","long intergenic non-protein coding RNA 494","ncRNA"
"105372643","LOC105372643","uncharacterized LOC105372643","ncRNA"
"105372645","LOC105372645","uncharacterized LOC105372645","ncRNA"
"107985439","LOC107985439","uncharacterized LOC107985439","ncRNA"
"105372647","LOC105372647","uncharacterized LOC105372647","ncRNA"
"105372646","LOC105372646","uncharacterized LOC105372646","ncRNA"
"57580","PREX1","phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 1","protein-coding"
"105372648","LOC105372648","replaced by ID 57580",""
"10564","ARFGEF2","ADP ribosylation factor guanine nucleotide exchange factor 2","protein-coding"
"102723483","CSE1L-DT","CSE1L divergent transcript","ncRNA"
"1434","CSE1L","chromosome segregation 1 like","protein-coding"
"6780","STAU1","staufen double-stranded RNA binding protein 1","protein-coding"
"55661","DDX27","DEAD-box helicase 27","protein-coding"
"57169","ZNFX1","zinc finger NFX1-type containing 1","protein-coding"
"441951","ZFAS1","ZNFX1 antisense RNA 1","ncRNA"
"26765","SNORD12C","small nucleolar RNA, C/D box 12C","snoRNA"
"100113393","SNORD12B","small nucleolar RNA, C/D box 12B","snoRNA"
"692057","SNORD12","small nucleolar RNA, C/D box 12","snoRNA"
"105372649","LOC105372649","uncharacterized LOC105372649","ncRNA"
"3745","KCNB1","potassium voltage-gated channel subfamily B member 1","protein-coding"
"5740","PTGIS","prostaglandin I2 synthase","protein-coding"
"101927486","LOC101927486","uncharacterized LOC101927486","ncRNA"
"105372651","LOC105372651","uncharacterized LOC105372651","ncRNA"
"9334","B4GALT5","beta-1,4-galactosyltransferase 5","protein-coding"
"105372652","LOC105372652","uncharacterized LOC105372652","ncRNA"
"23315","SLC9A8","solute carrier family 9 member A8","protein-coding"
"113219455","MIR12122","microRNA 12122","ncRNA"
"9825","SPATA2","spermatogenesis associated 2","protein-coding"
"105372653","LOC105372653","uncharacterized LOC105372653","ncRNA"
"55905","RNF114","ring finger protein 114","protein-coding"
"6615","SNAI1","snail family transcriptional repressor 1","protein-coding"
"105372654","LOC105372654","uncharacterized LOC105372654","ncRNA"
"100887755","TRERNA1","translation regulatory long non-coding RNA 1","ncRNA"
"105372655","LOC105372655","uncharacterized LOC105372655","ncRNA"
"387522","PEDS1-UBE2V1","PEDS1-UBE2V1 readthrough","protein-coding"
"7335","UBE2V1","ubiquitin conjugating enzyme E2 V1","protein-coding"
"387521","PEDS1","plasmanylethanolamine desaturase 1","protein-coding"
"101927512","LINC01275","long intergenic non-protein coding RNA 1275","ncRNA"
"101927541","LINC01273","long intergenic non-protein coding RNA 1273","ncRNA"
"101927559","CEBPB-AS1","CEBPB antisense RNA 1","ncRNA"
"1051","CEBPB","CCAAT enhancer binding protein beta","protein-coding"
"107985386","LOC107985386","uncharacterized LOC107985386","ncRNA"
"105372656","LOC105372656","uncharacterized LOC105372656","ncRNA"
"100506115","PELATON","plaque enriched lncRNA in atherosclerotic and inflammatory bowel macrophage regulation","ncRNA"
"284751","LINC01270","long intergenic non-protein coding RNA 1270","ncRNA"
"101927586","LINC01271","long intergenic non-protein coding RNA 1271","ncRNA"
"105372657","LOC105372657","uncharacterized LOC105372657","ncRNA"
"5770","PTPN1","protein tyrosine phosphatase non-receptor type 1","protein-coding"
"693230","MIR645","microRNA 645","ncRNA"
"140876","RIPOR3","RIPOR family member 3","protein-coding"
"100302146","MIR1302-5","microRNA 1302-5","ncRNA"
"100506175","RIPOR3-AS1","RIPOR3 antisense RNA 1","ncRNA"
"105372659","LOC105372659","uncharacterized LOC105372659","ncRNA"
"84612","PARD6B","par-6 family cell polarity regulator beta","protein-coding"
"55653","BCAS4","breast carcinoma amplified sequence 4","protein-coding"
"23394","ADNP","activity dependent neuroprotector homeobox","protein-coding"
"101927631","ADNP-AS1","ADNP antisense RNA 1","ncRNA"
"8813","DPM1","dolichyl-phosphate mannosyltransferase subunit 1, catalytic","protein-coding"
"27304","MOCS3","molybdenum cofactor synthesis 3","protein-coding"
"3755","KCNG1","potassium voltage-gated channel modifier subfamily G member 1","protein-coding"
"105372662","LOC105372662","uncharacterized LOC105372662","ncRNA"
"105372661","LOC105372661","uncharacterized LOC105372661","ncRNA"
"105372663","LOC105372663","uncharacterized LOC105372663","ncRNA"
"4773","NFATC2","nuclear factor of activated T cells 2","protein-coding"
"100422889","MIR3194","microRNA 3194","ncRNA"
"10079","ATP9A","ATPase phospholipid transporting 9A (putative)","protein-coding"
"57167","SALL4","spalt like transcription factor 4","protein-coding"
"101927678","LINC01429","long intergenic non-protein coding RNA 1429","ncRNA"
"105372664","LOC105372664","uncharacterized LOC105372664","ncRNA"
"55734","ZFP64","ZFP64 zinc finger protein","protein-coding"
"105372666","LOC105372666","uncharacterized LOC105372666","ncRNA"
"107985427","LOC107985427","uncharacterized LOC107985427","ncRNA"
"105372667","LOC105372667","uncharacterized LOC105372667","ncRNA"
"105372665","LOC105372665","uncharacterized LOC105372665","ncRNA"
"101927700","LINC01524","long intergenic non-protein coding RNA 1524","ncRNA"
"105376985","LOC105376985","uncharacterized LOC105376985","ncRNA"
"105372668","LOC105372668","uncharacterized LOC105372668","ncRNA"
"128553","TSHZ2","teashirt zinc finger homeobox 2","protein-coding"
"105372669","LOC105372669","uncharacterized LOC105372669","ncRNA"
"105372671","LOC105372671","uncharacterized LOC105372671","ncRNA"
"101927770","LOC101927770","uncharacterized LOC101927770","ncRNA"
"7764","ZNF217","zinc finger protein 217","protein-coding"
"105372672","LOC105372672","uncharacterized LOC105372672","ncRNA"
"391257","SUMO1P1","SUMO1 pseudogene 1","pseudo"
"8537","BCAS1","brain enriched myelin associated protein 1","protein-coding"
"100616225","MIR4756","microRNA 4756","ncRNA"
"1591","CYP24A1","cytochrome P450 family 24 subfamily A member 1","protein-coding"
"105372675","LOC105372675","uncharacterized LOC105372675","ncRNA"
"5203","PFDN4","prefoldin subunit 4","protein-coding"
"107985385","LOC107985385","uncharacterized LOC107985385","ncRNA"
"55816","DOK5","docking protein 5","protein-coding"
"101927796","LINC01441","long intergenic non-protein coding RNA 1441","ncRNA"
"102723578","LINC01440","long intergenic non-protein coding RNA 1440","ncRNA"
"105372676","LOC105372676","uncharacterized LOC105372676","ncRNA"
"107984001","LOC107984001","uncharacterized LOC107984001","ncRNA"
"105372677","LOC105372677","uncharacterized LOC105372677","ncRNA"
"105372678","LOC105372678","uncharacterized LOC105372678","ncRNA"
"140689","CBLN4","cerebellin 4 precursor","protein-coding"
"105372679","LOC105372679","",""
"105376989","LOC105376989","uncharacterized LOC105376989","ncRNA"
"105372680","LOC105372680","uncharacterized LOC105372680","ncRNA"
"4159","MC3R","melanocortin 3 receptor","protein-coding"
"116151","FAM210B","family with sequence similarity 210 member B","protein-coding"
"6790","AURKA","aurora kinase A","protein-coding"
"1477","CSTF1","cleavage stimulation factor subunit 1","protein-coding"
"57091","CASS4","Cas scaffold protein family member 4","protein-coding"
"51507","RTF2","replication termination factor 2","protein-coding"
"140687","GCNT7","glucosaminyl (N-acetyl) transferase family member 7","protein-coding"
"105372681","LOC105372681","",""
"200232","FAM209A","family with sequence similarity 209 member A","protein-coding"
"388799","FAM209B","family with sequence similarity 209 member B","protein-coding"
"105372682","LINC01716","long intergenic non-protein coding RNA 1716","ncRNA"
"7022","TFAP2C","transcription factor AP-2 gamma","protein-coding"
"105372683","LOC105372683","uncharacterized LOC105372683","ncRNA"
"105372685","LOC105372685","uncharacterized LOC105372685","ncRNA"
"105372686","LOC105372686","uncharacterized LOC105372686","ncRNA"
"655","BMP7","bone morphogenetic protein 7","protein-coding"
"102723590","BMP7-AS1","BMP7 antisense RNA 1","ncRNA"
"112268270","LOC112268270","translation initiation factor IF-2-like","ncRNA"
"105372687","LOC105372687","uncharacterized LOC105372687","ncRNA"
"100422883","MIR4325","microRNA 4325","ncRNA"
"23626","SPO11","SPO11 initiator of meiotic double stranded breaks","protein-coding"
"8480","RAE1","ribonucleic acid export 1","protein-coding"
"100462983","MTRNR2L3","MT-RNR2 like 3 (pseudogene)","pseudo"
"100291105","RBM38-AS1","RBM38 antisense RNA 1","ncRNA"
"55544","RBM38","RNA binding motif protein 38","protein-coding"
"105372688","LOC105372688","uncharacterized LOC105372688","ncRNA"
"140690","CTCFL","CCCTC-binding factor like","protein-coding"
"5105","PCK1","phosphoenolpyruvate carboxykinase 1","protein-coding"
"105372690","LOC105372690","",""
"81030","ZBP1","Z-DNA binding protein 1","protein-coding"
"56937","PMEPA1","prostate transmembrane protein, androgen induced 1","protein-coding"
"105416157","NKILA","NF-kappaB interacting lncRNA","ncRNA"
"105372692","LOC105372692","uncharacterized LOC105372692","ncRNA"
"105372693","LOC105372693","uncharacterized LOC105372693","ncRNA"
"105376992","LINC01742","long intergenic non-protein coding RNA 1742","ncRNA"
"107987284","LOC107987284","uncharacterized LOC107987284","ncRNA"
"107985434","LOC107985434","uncharacterized LOC107985434","ncRNA"
"128602","C20orf85","chromosome 20 open reading frame 85","protein-coding"
"105372694","LOC105372694","uncharacterized LOC105372694","ncRNA"
"140731","ANKRD60","ankyrin repeat domain 60","protein-coding"
"55370","PPP4R1L","protein phosphatase 4 regulatory subunit 1 like (pseudogene)","pseudo"
"57403","RAB22A","RAB22A, member RAS oncogene family","protein-coding"
"9217","VAPB","VAMP associated protein B and C","protein-coding"
"164284","APCDD1L","APC down-regulated 1 like","protein-coding"
"149773","APCDD1L-DT","APCDD1L divergent transcript","ncRNA"
"79160","LINC01711","long intergenic non-protein coding RNA 1711","ncRNA"
"107985410","LOC107985410","uncharacterized LOC107985410","ncRNA"
"100534593","STX16-NPEPL1","STX16-NPEPL1 readthrough (NMD candidate)","ncRNA"
"8675","STX16","syntaxin 16","protein-coding"
"79716","NPEPL1","aminopeptidase like 1","protein-coding"
"105372695","LOC105372695","uncharacterized LOC105372695","ncRNA"
"407022","MIR296","microRNA 296","ncRNA"
"100126296","MIR298","microRNA 298","ncRNA"
"149775","GNAS-AS1","GNAS antisense RNA 1","ncRNA"
"2778","GNAS","GNAS complex locus","protein-coding"
"101927932","LOC101927932","uncharacterized LOC101927932","ncRNA"
"107985382","LOC107985382","uncharacterized LOC107985382","ncRNA"
"51497","NELFCD","negative elongation factor complex member C/D","protein-coding"
"1522","CTSZ","cathepsin Z","protein-coding"
"81027","TUBB1","tubulin beta 1 class VI","protein-coding"
"514","ATP5F1E","ATP synthase F1 subunit epsilon","protein-coding"
"100533975","SLMO2-ATP5E","SLMO2-ATP5E readthrough","ncRNA"
"51012","PRELID3B","PRELI domain containing 3B","protein-coding"
"128611","ZNF831","zinc finger protein 831","protein-coding"
"107985389","LOC107985389","",""
"1908","EDN3","endothelin 3","protein-coding"
"105372696","LOC105372696","",""
"116154","PHACTR3","phosphatase and actin regulator 3","protein-coding"
"107985430","LOC107985430","",""
"100506384","PHACTR3-AS1","PHACTR3 antisense RNA 1","ncRNA"
"10388","SYCP2","synaptonemal complex protein 2","protein-coding"
"63939","FAM217B","family with sequence similarity 217 member B","protein-coding"
"5509","PPP1R3D","protein phosphatase 1 regulatory subunit 3D","protein-coding"
"60437","CDH26","cadherin 26","protein-coding"
"284756","LINC02910","long intergenic non-protein coding RNA 2910","ncRNA"
"107985429","LOC107985429","",""
"729296","LOC729296","uncharacterized LOC729296","ncRNA"
"284757","MIR646HG","MIR646 host gene","ncRNA"
"105372698","LOC105372698","uncharacterized LOC105372698","ncRNA"
"693231","MIR646","microRNA 646","ncRNA"
"105372697","LOC105372697","uncharacterized LOC105372697","ncRNA"
"101928048","LOC101928048","uncharacterized LOC101928048","ncRNA"
"100616362","MIR4533","microRNA 4533","ncRNA"
"100616440","MIR548AG2","microRNA 548ag-2","ncRNA"
"105372699","LOC105372699","uncharacterized LOC105372699","ncRNA"
"105372700","LOC105372700","uncharacterized LOC105372700","ncRNA"
"100506470","LINC01718","long intergenic non-protein coding RNA 1718","ncRNA"
"105372701","LOC105372701","uncharacterized LOC105372701","ncRNA"
"1002","CDH4","cadherin 4","protein-coding"
"105372703","LOC105372703","uncharacterized LOC105372703","ncRNA"
"100128310","LOC100128310","uncharacterized LOC100128310","ncRNA"
"100302168","MIR1257","microRNA 1257","ncRNA"
"6874","TAF4","TATA-box binding protein associated factor 4","protein-coding"
"105372704","LOC105372704","uncharacterized LOC105372704","protein-coding"
"100422838","MIR3195","microRNA 3195","ncRNA"
"105372705","LOC105372705","uncharacterized LOC105372705","ncRNA"
"105372706","LOC105372706","uncharacterized LOC105372706","ncRNA"
"149986","LSM14B","LSM family member 14B","protein-coding"
"5688","PSMA7","proteasome 20S subunit alpha 7","protein-coding"
"26039","SS18L1","SS18L1 subunit of BAF chromatin remodeling complex","protein-coding"
"26164","MTG2","mitochondrial ribosome associated GTPase 2","protein-coding"
"11255","HRH3","histamine receptor H3","protein-coding"
"105369209","LOC105369209","uncharacterized LOC105369209","ncRNA"
"9885","OSBPL2","oxysterol binding protein like 2","protein-coding"
"11047","ADRM1","ADRM1 26S proteasome ubiquitin receptor","protein-coding"
"105372707","LOC105372707","",""
"3911","LAMA5","laminin subunit alpha 5","protein-coding"
"100616340","MIR4758","microRNA 4758","ncRNA"
"101928158","LAMA5-AS1","LAMA5 antisense RNA 1","ncRNA"
"105372708","LOC105372708","uncharacterized LOC105372708","ncRNA"
"6227","RPS21","ribosomal protein S21","protein-coding"
"81928","CABLES2","Cdk5 and Abl enzyme substrate 2","protein-coding"
"105372709","LOC105372709","uncharacterized LOC105372709","ncRNA"
"140893","RBBP8NL","RBBP8 N-terminal like","protein-coding"
"105372710","LOC105372710","uncharacterized LOC105372710","ncRNA"
"140628","GATA5","GATA binding protein 5","protein-coding"
"105372711","LOC105372711","uncharacterized LOC105372711","ncRNA"
"105376995","LOC105376995","uncharacterized LOC105376995","ncRNA"
"253868","CRMA","cardiomyocyte maturation associated lncRNA","ncRNA"
"128826","MIR1-1HG","MIR1-1 host gene","ncRNA"
"406904","MIR1-1","microRNA 1-1","ncRNA"
"406923","MIR133A2","microRNA 133a-2","ncRNA"
"105372712","LINC02970","long intergenic non-protein coding RNA 2970","ncRNA"
"28231","SLCO4A1","solute carrier organic anion transporter family member 4A1","protein-coding"
"101928465","SLCO4A1-AS2","SLCO4A1 antisense RNA 2","ncRNA"
"100127888","SLCO4A1-AS1","SLCO4A1 antisense RNA 1","ncRNA"
"4923","NTSR1","neurotensin receptor 1","protein-coding"
"107987285","LOC107987285","",""
"100652730","LINC00659","long intergenic non-protein coding RNA 659","ncRNA"
"105372716","LOC105372716","uncharacterized LOC105372716","ncRNA"
"55257","MRGBP","MRG domain binding protein","protein-coding"
"101409261","OGFR-AS1","OGFR antisense RNA 1","ncRNA"
"11054","OGFR","opioid growth factor receptor","protein-coding"
"1299","COL9A3","collagen type IX alpha 3 chain","protein-coding"
"10732","TCFL5","transcription factor like 5","protein-coding"
"100132911","DPH3P1","diphthamide biosynthesis 3 pseudogene 1","pseudo"
"105372717","LOC105372717","uncharacterized LOC105372717","ncRNA"
"11083","DIDO1","death inducer-obliterator 1","protein-coding"
"109623463","SNORA117","small nucleolar RNA, H/ACA box 117","snoRNA"
"54994","GID8","GID complex subunit 8 homolog","protein-coding"
"63910","SLC17A9","solute carrier family 17 member 9","protein-coding"
"128408","BHLHE23","basic helix-loop-helix family member e23","protein-coding"
"63930","LINC01749","long intergenic non-protein coding RNA 1749","ncRNA"
"105372718","LOC105372718","uncharacterized LOC105372718","ncRNA"
"100144596","LINC00029","long intergenic non-protein coding RNA 29","ncRNA"
"100144597","LINC01056","long intergenic non-protein coding RNA 1056","ncRNA"
"768097","HAR1B","highly accelerated region 1B","ncRNA"
"768096","HAR1A","highly accelerated region 1A","ncRNA"
"105372719","LOC105372719","uncharacterized LOC105372719","ncRNA"
"105376996","LOC105376996","uncharacterized LOC105376996","ncRNA"
"406909","MIR124-3","microRNA 124-3","ncRNA"
"54915","YTHDF1","YTH N6-methyladenosine RNA binding protein 1","protein-coding"
"79444","BIRC7","baculoviral IAP repeat containing 7","protein-coding"
"100423014","MIR3196","microRNA 3196","ncRNA"
"128414","NKAIN4","sodium/potassium transporting ATPase interacting 4","protein-coding"
"100192386","FLJ16779","uncharacterized LOC100192386","ncRNA"
"55738","ARFGAP1","ADP ribosylation factor GTPase activating protein 1","protein-coding"
"100422945","MIR4326","microRNA 4326","ncRNA"
"57642","COL20A1","collagen type XX alpha 1 chain","protein-coding"
"1137","CHRNA4","cholinergic receptor nicotinic alpha 4 subunit","protein-coding"
"100130587","LOC100130587","uncharacterized LOC100130587","ncRNA"
"3785","KCNQ2","potassium voltage-gated channel subfamily Q member 2","protein-coding"
"105372724","LOC105372724","uncharacterized LOC105372724","ncRNA"
"105372721","LOC105372721","uncharacterized LOC105372721","ncRNA"
"105372720","KCNQ2-AS1","KCNQ2 antisense RNA 1","ncRNA"
"1917","EEF1A2","eukaryotic translation elongation factor 1 alpha 2","protein-coding"
"105372725","LOC105372725","uncharacterized LOC105372725","ncRNA"
"102723814","LOC102723814","uncharacterized LOC102723814","ncRNA"
"79144","PPDPF","pancreatic progenitor cell differentiation and proliferation factor","protein-coding"
"5753","PTK6","protein tyrosine kinase 6","protein-coding"
"6725","SRMS","src-related kinase lacking C-terminal regulatory tyrosine and N-terminal myristylation sites","protein-coding"
"79025","FNDC11","fibronectin type III domain containing 11","protein-coding"
"85441","HELZ2","helicase with zinc finger 2","protein-coding"
"26205","GMEB2","glucocorticoid modulatory element binding protein 2","protein-coding"
"100505771","MHENCR","melanoma highly expressed competing endogenous lncRNA for miR-425 and miR-489","ncRNA"
"50861","STMN3","stathmin 3","protein-coding"
"105372726","LOC105372726","",""
"100533107","RTEL1-TNFRSF6B","RTEL1-TNFRSF6B readthrough (NMD candidate)","ncRNA"
"51750","RTEL1","regulator of telomere elongation helicase 1","protein-coding"
"8771","TNFRSF6B","TNF receptor superfamily member 6b","protein-coding"
"10139","ARFRP1","ADP ribosylation factor related protein 1","protein-coding"
"84619","ZGPAT","zinc finger CCCH-type and G-patch domain containing","protein-coding"
"54923","LIME1","Lck interacting transmembrane adaptor 1","protein-coding"
"56731","SLC2A4RG","SLC2A4 regulator","protein-coding"
"140685","ZBTB46","zinc finger and BTB domain containing 46","protein-coding"
"101928604","ZBTB46-AS1","ZBTB46 antisense RNA 1","ncRNA"
"100128998","C20orf181","chromosome 20 putative open reading frame 181","unknown"
"140701","ABHD16B","abhydrolase domain containing 16B","protein-coding"
"112268269","LOC112268269","uncharacterized LOC112268269","ncRNA"
"7165","TPD52L2","TPD52 like 2","protein-coding"
"80331","DNAJC5","DnaJ heat shock protein family (Hsp40) member C5","protein-coding"
"100126329","MIR941-1","microRNA 941-1","ncRNA"
"100126339","MIR941-2","microRNA 941-2","ncRNA"
"100126352","MIR941-3","microRNA 941-3","ncRNA"
"100126330","MIR941-4","microRNA 941-4","ncRNA"
"103504732","MIR941-5","microRNA 941-5","ncRNA"
"54963","UCKL1","uridine-cytidine kinase 1 like 1","protein-coding"
"100302137","MIR1914","microRNA 1914","ncRNA"
"693232","MIR647","microRNA 647","ncRNA"
"100113386","UCKL1-AS1","UCKL1 antisense RNA 1","ncRNA"
"57473","ZNF512B","zinc finger protein 512B","protein-coding"
"140700","SAMD10","sterile alpha motif domain containing 10","protein-coding"
"24148","PRPF6","pre-mRNA processing factor 6","protein-coding"
"284739","C20orf204","chromosome 20 open reading frame 204","protein-coding"
"6919","TCEA2","transcription elongation factor A2","protein-coding"
"54345","SOX18","SRY-box transcription factor 18","protein-coding"
"10287","RGS19","regulator of G protein signaling 19","protein-coding"
"102466741","MIR6813","microRNA 6813","ncRNA"
"4987","OPRL1","opioid related nociceptin receptor 1","protein-coding"
"198437","LKAAEAR1","LKAAEAR motif containing 1","protein-coding"
"2832","NPBWR2","neuropeptides B and W receptor 2","protein-coding"
"105372727","LOC105372727","uncharacterized LOC105372727","ncRNA"
"4661","MYT1","myelin transcription factor 1","protein-coding"
"55251","PCMTD2","protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 2","protein-coding"
"140849","LINC00266-1","replaced by ID 107126285",""
"105379484","LOC105379484","uncharacterized LOC105379484","ncRNA"
"102723996","LOC102723996","ICOS ligand","protein-coding"
"105372832","LOC105372832","uncharacterized LOC105372832","ncRNA"
"105372831","CH507-9B2.8","uncharacterized CH507-9B2.8","ncRNA"
"107987292","LOC107987292","putative proline-rich protein 21","protein-coding"
"101928576","LOC101928576","uncharacterized LOC101928576","ncRNA"
"102724023","LOC102724023","glutamine amidotransferase class 1 domain containing 3B","protein-coding"
"102724159","LOC102724159","periodic tryptophan protein 2 homolog","protein-coding"
"102724200","LOC102724200","trafficking protein particle complex subunit 10-like","protein-coding"
"105379487","LINC01670","long intergenic non-protein coding RNA 1670","ncRNA"
"105379488","LOC105379488","uncharacterized LOC105379488","ncRNA"
"105379489","LOC105379489","",""
"102724219","LOC102724219","uncharacterized LOC102724219","ncRNA"
"107987309","LOC107987309","",""
"102724334","LOC102724334","histone H2B type F-S-like","protein-coding"
"105379490","LOC105379490","",""
"102724354","LOC102724354","long intergenic non-protein coding RNA 1669","ncRNA"
"102724370","LOC102724370","uncharacterized LOC102724370","ncRNA"
"102724398","CH507-42P11.6","uncharacterized CH507-42P11.6","ncRNA"
"107985506","LOC107985506","",""
"102724428","LOC102724428","salt inducible kinase 1B (putative)","protein-coding"
"107987288","LOC107987288","uncharacterized LOC107987288","protein-coding"
"107987289","LOC107987289","",""
"102724701","LOC102724701","uncharacterized LOC102724701","ncRNA"
"105379491","LOC105379491","uncharacterized LOC105379491","ncRNA"
"102724843","LOC102724843","uncharacterized LOC102724843","ncRNA"
"105379493","CH507-145C22.1","uncharacterized CH507-145C22.1","ncRNA"
"107987290","LOC107987290","replaced by ID 105379493",""
"102724560","LOC102724560","cystathionine beta-synthase like","protein-coding"
"102724594","LOC102724594","U2 small nuclear RNA auxiliary factor 1 like 5","protein-coding"
"106780825","LOC106780825","FOXM1-regulated, gastric cancer associated-like","ncRNA"
"102724652","LOC102724652","crystallin alpha A2","protein-coding"
"105379497","LOC105379497","",""
"110091777","LOC110091777","uncharacterized LOC110091777","ncRNA"
"102466252","MIR8069-1","microRNA 8069-1","ncRNA"
"105379499","LOC105379499","uncharacterized LOC105379499","ncRNA"
"105379501","LOC105379501","",""
"105379502","LOC105379502","uncharacterized LOC105379502","ncRNA"
"105379503","LOC105379503","",""
"102724951","LOC102724951","uncharacterized LOC102724951","ncRNA"
"107987308","LOC107987308","",""
"102723360","LOC102723360","uncharacterized LOC102723360","ncRNA"
"102723553","LOC102723553","small integral membrane protein 11B","protein-coding"
"102723451","LOC102723451","family with sequence similarity 243 member B","protein-coding"
"105379504","LOC105379504","salivary glue protein Sgs-3-like","protein-coding"
"102723475","LOC102723475","potassium voltage-gated channel subfamily E regulatory subunit 1B","protein-coding"
"105379505","LOC105379505","uncharacterized LOC105379505","ncRNA"
"102465433","MIR6724-1","microRNA 6724-1","ncRNA"
"109864279","RNA45SN2","RNA, 45S pre-ribosomal N2","rRNA"
"100500862","MIR3648-1","microRNA 3648-1","ncRNA"
"109864280","RNA18SN2","RNA, 18S ribosomal N2","rRNA"
"109864281","RNA5-8SN2","RNA, 5.8S ribosomal N2","rRNA"
"109864282","RNA28SN2","RNA, 28S ribosomal N2","rRNA"
"105379506","LOC105379506","",""
"107987293","LOC107987293","",""
"102723570","CDC27P9","cell division cycle 27 pseudogene 9","pseudo"
"103504727","MIR6724-2","microRNA 6724-2","ncRNA"
"103504739","MIR6724-3","microRNA 6724-3","ncRNA"
"109910379","RNA45SN3","RNA, 45S pre-ribosomal N3","rRNA"
"109910380","RNA18SN3","RNA, 18S ribosomal N3","rRNA"
"109910381","RNA5-8SN3","RNA, 5.8S ribosomal N3","rRNA"
"109910382","RNA28SN3","RNA, 28S ribosomal N3","rRNA"
"112268284","LOC112268284","",""
"105379508","LOC105379508","",""
"102723584","CDC27P10","cell division cycle 27 pseudogene 10","pseudo"
"103504733","MIR6724-4","microRNA 6724-4","ncRNA"
"106631777","RNA45SN1","RNA, 45S pre-ribosomal N1","rRNA"
"113218488","MIR10396B","microRNA 10396b","ncRNA"
"106631781","RNA18SN1","RNA, 18S ribosomal N1","rRNA"
"106632260","RNA5-8SN1","RNA, 5.8S ribosomal N1","rRNA"
"106632264","RNA28SN1","RNA, 28S ribosomal N1","rRNA"
"105379507","LOC105379507","uncharacterized LOC105379507","ncRNA"
"107987294","LOC107987294","",""
"102723603","CDC27P11","cell division cycle 27 pseudogene 11","pseudo"
"105372730","LINC01666","long intergenic non-protein coding RNA 1666","ncRNA"
"103504731","MIR3648-2","microRNA 3648-2","ncRNA"
"113218501","MIR10396A","microRNA 10396a","ncRNA"
"101927615","LOC101927615","uncharacterized LOC101927615","ncRNA"
"100132288","TEKT4P2","tektin 4 pseudogene 2","pseudo"
"101930100","LOC101930100","uncharacterized LOC101930100","ncRNA"
"101927345","LOC101927345","putative ankyrin repeat domain-containing protein 20A12","protein-coding"
"105379511","NCOR1P4","NCOR1 pseudogene 4","pseudo"
"105379514","LOC105379514","uncharacterized LOC105379514","ncRNA"
"105379513","LOC105379513","",""
"441058","LINC01667","long intergenic non-protein coding RNA 1667","ncRNA"
"105372734","LOC105372734","uncharacterized LOC105372734","ncRNA"
"105372733","LOC105372733","uncharacterized LOC105372733","ncRNA"
"85319","BAGE2","BAGE family member 2, pseudogene","pseudo"
"105378260","LOC105378260","replaced by ID 85319",""
